,0
0,-0.033306578377063426
1,0.01405479177238449
2,-0.0016865877673113497
3,-0.01577220896746363
4,-0.010890732449249166
5,-0.016140767617867067
6,0.01283005838800572
7,0.0198761413634256
8,-0.024950342229147833
9,0.007628935708664818
10,0.02154999915909339
11,0.009177053571160923
12,-0.020197686312261893
13,-0.041122268483110416
14,-0.027604381422686466
15,0.029915971329042487
16,-0.009221937537528653
17,-0.0009126770929770386
18,0.03699168238570735
19,-0.005164469017909806
20,0.005673968022379777
21,0.022442151547612504
22,-0.003475581295936067
23,0.007488881238772705
24,-0.02717869395083679
25,0.03370647051630537
26,-0.010820890128242503
27,0.05649646980837898
28,0.004935684461578993
29,0.0885472937695531
30,0.032866235040873784
31,-0.05986296341723496
32,-0.02891515348048864
33,-0.02443952511287996
34,0.027133299688632286
35,0.05771610829917573
36,0.007568108864954555
37,0.048385250931747975
38,0.04142658390736692
39,-0.005238089765911514
40,-0.06818234204650132
41,0.024654443141192965
42,-0.09500989696210214
43,0.03120400510021334
44,-0.0035459175832178533
45,0.048793764012550284
46,-0.0053321594395657115
47,0.05423462566935261
48,-0.06497173645419052
49,0.03533510362105349
50,-0.012886498536811508
51,0.01854449955838495
52,0.048488543053960366
53,0.07271680991532391
54,0.07103367387872624
55,-0.09750362202561036
56,-0.059122261320940346
57,-0.07690495135696514
58,0.019176606083550585
59,-0.018231102565900506
60,-0.0589821760703119
61,-0.05617280386567843
62,-0.002758584767078895
63,-0.01475359272256213
64,0.01935642483701201
65,-0.047755006452178464
66,-0.09692290021544993
67,-0.012253570409595403
68,-0.020373807821652278
69,0.013228096000017474
70,0.024979301950816067
71,-0.036844518704942465
72,-0.010040224493393063
73,0.006840940846956202
74,-0.032019506529382416
75,-0.017761893558011867
76,-0.014285288718127018
77,-0.02296199600884415
78,0.0132152304236096
79,0.0007914273775453031
80,-0.04502318240398168
81,-0.0541902897959557
82,-0.013044054141252667
83,0.02821441496965603
84,-0.027402416273925652
85,0.022785967129368076
86,-0.03533539284095148
87,-0.028536520396977034
88,0.020235562460515125
89,0.005254375431125679
90,0.011453949368114953
91,0.06733480541672002
92,0.01949721802341463
93,-0.039783755727336716
94,-0.0904624593813142
95,-0.014039413039690335
96,-0.0062195778651075034
97,0.053833966404922606
98,0.0273031927855551
99,0.039686586331370205
100,-0.025692084311569753
101,-0.019312439850932783
102,-0.001396520818382735
103,-0.0365118239154134
104,0.015257002174370836
105,0.09535465582150916
106,-0.03073075939587772
107,-0.06377109036329223
108,-0.019917230431661735
109,-0.05955441806851406
110,-0.028759853783964454
111,0.04825324450353268
112,-0.042181043118120216
113,-0.06571009690042455
114,0.0033586091202879188
115,-0.03138494788777835
116,-0.005690922377684884
117,-0.03584488802192107
118,0.036091265720088604
119,0.030445519288685385
120,0.010727917420313291
121,0.0016302707449384873
122,0.003656024373401026
123,-0.02437939653831446
124,-0.02222119328659188
125,-0.026359795813436837
126,0.0035824525752771357
127,0.002589396326334932
128,0.02729106132134537
129,-0.0358530860733357
130,-0.02391320437392591
131,-0.02923806030448073
132,-0.007037486823369557
133,0.042581014957945584
134,0.05661470126926624
135,-0.020150907970076085
136,0.05240821067057684
137,0.0171703415967833
138,-0.023822393079303197
139,-0.01718983658448884
140,-0.014354131306651712
141,0.06729664703372167
142,0.021656684442755494
143,-0.042460698805721876
144,0.0029923266402858348
145,-0.007159870958922076
146,-0.015687977749996217
147,-0.013154137530579204
148,-0.0020497006361738348
149,0.011207832956585714
150,0.005501168636554175
151,0.015342107782316233
152,-0.018516067589279796
153,0.03973596940743004
154,-0.020727476247453393
155,-0.020660821715762424
156,-0.005769340097470231
