ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,lrr
300750.SZ,20190125,75.64,78.79,75.17,77.44,75.17,2.27,3.0198,91189.56,707431.983,0.029751228
300750.SZ,20190128,78.1,78.26,76.02,76.07,77.44,-1.37,-1.7691,46288.93,355879.562,-0.017849474
300750.SZ,20190129,76.26,77.39,74.1,76.68,76.07,0.61,0.8019,52363.13,395374.218,0.007986949
300750.SZ,20190130,74.33,77.36,73.61,76.2,76.68,-0.48,-0.626,77077.82,583430.175,-0.006279455
300750.SZ,20190131,76.27,77.77,76.05,76.12,76.2,-0.08,-0.105,44127.55,339614.007,-0.00105042
300750.SZ,20190201,76.67,79.17,76.2,78.4,76.12,2.28,2.9953,62144.11,483480.057,0.029512885
300750.SZ,20190211,78.99,81.38,78.98,81,78.4,2.6,3.3163,83433.27,670709.803,0.032625227
300750.SZ,20190212,80.5,81.6,80.03,81,81,0,0,49891.21,402647.822,0
300750.SZ,20190213,80.8,83.57,80.37,81.7,81,0.7,0.8642,78771.77,647619.276,0.008604847
300750.SZ,20190214,81.5,88.88,81.35,84.72,81.7,3.02,3.6965,127233.14,1084873.164,0.036297699
300750.SZ,20190215,84.4,86,82.4,82.42,84.72,-2.3,-2.7148,105153.13,880799.439,-0.027523575
300750.SZ,20190218,83.15,84.88,82.56,84.46,82.42,2.04,2.4751,87787.2,735318.29,0.024449924
300750.SZ,20190219,84.66,84.78,81.8,82.29,84.46,-2.17,-2.5693,94257.86,782086.064,-0.026028456
300750.SZ,20190220,82.8,84.5,82.1,83.17,82.29,0.88,1.0694,60674.42,506750.853,0.010637112
300750.SZ,20190221,82.7,84.87,82.3,83.33,83.17,0.16,0.1924,82287.72,690870.555,0.001921923
